x,y,z,u,v,w
-2,4,1,15.4031,4.83406,2.24749
-1,4,1,17.4034,4.38071,3.55933
0,4,1,18.4996,1.12815,5.55397
1,4,1,16.084,1.81644,2.21785
2,4,1,15.3905,5.50582,-0.679229
3,4,1,14.8797,6.53519,-1.33681
4,4,1,14.6684,7.11957,-1.68258
5,4,1,15.3065,7.32809,-1.49278
6,4,1,15.7647,7.08887,-1.55264
7,4,1,16.3343,6.59346,-1.26518
8,4,1,15.8621,6.41285,-0.610017
9,4,1,16.042,5.99413,-0.810187
10,4,1,15.4747,5.68454,-0.67783
11,4,1,14.7252,5.3591,-0.365786
12,4,1,13.1076,4.94966,-0.20454
13,4,1,10.9636,4.60483,0.210922
14,4,1,9.88629,4.81543,0.273446
15,4,1,9.91802,5.72348,-0.333
16,4,1,11.5911,6.96431,-0.692311
17,4,1,12.0567,7.36068,-0.356535
18,4,1,13.3187,7.42677,-0.776669
19,4,1,13.9171,7.47809,-0.766362
20,4,1,14.4085,7.41224,-0.77801
21,4,1,14.4243,7.23135,-0.895758
22,4,1,14.7587,7.11895,-0.461328
23,4,1,14.6663,6.76589,-0.419139
24,4,1,14.5439,6.33553,-0.742804
25,4,1,14.814,6.18483,-0.270929
-25,5,1,10.9243,7.19747,0.408522
-24,5,1,12.4707,1.50719,0.770682
-23,5,1,17.6568,-3.43766,0.605082
-22,5,1,25.8721,-5.93452,1.36948
-21,5,1,33.0133,-7.25885,1.35677
-20,5,1,35.0193,-6.62477,1.02961
-19,5,1,35.525,-4.41176,0.981891
-18,5,1,35.4739,-1.72792,1.49087
-17,5,1,34.2738,1.64576,2.91696
-16,5,1,20.6094,11.8371,5.92221
-15,5,1,0.768889,4.15366,5.52688
-14,5,1,-7.51559,-1.21596,1.01229
-13,5,1,-8.66679,-1.8881,-3.4266
-12,5,1,1.53992,-6.70875,-10.9856
-11,5,1,20.42,-4.74743,-1.75978
-10,5,1,19.9796,-0.92671,-0.0142783
-9,5,1,20.2758,1.8198,0.554587
-8,5,1,20.6511,2.5932,-0.0775678
-7,5,1,20.7459,3.59563,-0.185383
-6,5,1,19.788,5.00127,0.461869
-5,5,1,19.8615,5.22345,0.310185
-4,5,1,19.3045,4.95298,-0.79664
-3,5,1,19.2479,4.68026,-0.347791
-2,5,1,18.7247,4.39962,1.56015
-1,5,1,17.6194,3.99556,3.75612
0,5,1,16.8838,3.13196,6.67077
1,5,1,16.788,0.874239,9.55734
2,5,1,11.0161,1.72006,2.86537
3,5,1,10.465,4.15711,0.789105
4,5,1,11.9823,7.11416,-0.600554
5,5,1,13.8881,8.33581,-0.398185
6,5,1,14.747,8.56422,-0.802514
7,5,1,16.151,8.18518,-0.883017
8,5,1,15.6937,7.73589,-0.501749
9,5,1,16.2661,7.57526,-0.434802
10,5,1,16.3603,7.15631,-0.497408
11,5,1,16.2166,6.85471,-0.448757
12,5,1,15.3444,6.5355,-0.900792
13,5,1,14.3835,5.92863,-0.209806
14,5,1,13.4414,5.36047,0.61321
15,5,1,11.4366,5.12882,0.555653
16,5,1,10.3189,6.05731,0.267317
17,5,1,10.366,6.6562,0.315418
18,5,1,11.6446,7.18541,0.0478269
19,5,1,12.261,7.42475,-0.0525515
20,5,1,13.0442,7.61195,-0.118376
21,5,1,13.3057,7.72014,-0.707598
22,5,1,13.9831,7.62724,0.133854
23,5,1,14.2661,7.56974,-0.126782
24,5,1,14.4243,7.08972,-0.280234
25,5,1,14.5943,6.96056,-0.144508
-25,6,1,11.0935,5.93167,0.54344
-24,6,1,15.0124,-3.92293,1.51303
-23,6,1,27.1132,-13.6897,0.368462
-22,6,1,34.6582,-15.7068,-1.10261
-21,6,1,39.3294,-15.4475,-0.393046
-20,6,1,37.2431,-11.2966,-0.010918
-19,6,1,20.6463,-4.27708,0.189769
-18,6,1,4.62033,2.42271,-2.36451
-17,6,1,20.8518,3.25116,2.26432
-16,6,1,27.4084,10.1041,7.54018
-15,6,1,25.0997,8.74258,8.44759
-14,6,1,21.1015,6.34588,6.14298
-13,6,1,15.6175,3.63172,2.53426
-12,6,1,6.70112,-1.48961,-12.348
-11,6,1,,,
-10,6,1,,,
-9,6,1,-3.89905,-4.47533,0.271343
-8,6,1,-1.13444,-4.60305,0.547496
-7,6,1,-4.88192,-7.67221,1.12268
-6,6,1,-5.54343,-5.97949,1.58748
-5,6,1,7.18678,4.36273,-0.171154
-4,6,1,8.15044,-0.329098,0.0320932
-3,6,1,9.10911,0.533886,-0.0660009
-2,6,1,13.074,1.82773,3.22958
-1,6,1,15.601,4.88345,6.11806
0,6,1,12.8383,5.68465,9.28689
1,6,1,9.78303,2.36503,9.81471
2,6,1,-1.60072,-2.15846,-0.401097
3,6,1,0.503962,-0.91935,-0.169846
4,6,1,3.9339,1.68034,-0.40189
5,6,1,8.72897,5.78123,-0.128454
6,6,1,11.6593,8.062,-0.582003
7,6,1,14.3577,8.98311,-0.739957
8,6,1,14.4626,9.00954,-0.498294
9,6,1,15.4282,8.91176,-0.502781
10,6,1,16.1112,8.24014,-0.707677
11,6,1,16.3449,7.8514,-0.668006
12,6,1,15.866,7.45416,-1.13412
13,6,1,15.4341,6.97308,-0.672859
14,6,1,15.4225,6.58276,0.0132757
15,6,1,14.7342,6.21285,-0.0359829
16,6,1,11.6422,5.4675,0.309298
17,6,1,9.91337,5.71594,0.532214
18,6,1,10.3927,6.23969,0.0364789
19,6,1,10.8085,6.86718,-0.11939
20,6,1,11.5011,7.21497,-0.219094
21,6,1,11.7732,7.39371,-0.732248
22,6,1,12.6318,7.64892,0.0317257
23,6,1,13.1928,7.64836,-0.260104
24,6,1,13.8675,7.53933,-0.359344
25,6,1,14.0398,7.4699,-0.316795
-25,7,1,11.9158,3.67532,0.810587
-24,7,1,21.5894,-16.964,1.86048
-23,7,1,32.787,-35.766,7.92224
-22,7,1,17.5768,-23.7407,3.39071
-21,7,1,-6.13369,2.06365,0.321033
-20,7,1,0.259553,3.49264,0.942418
-19,7,1,-4.40019,-5.23692,1.42751
-18,7,1,-1.14917,0.189959,2.76783
-17,7,1,5.37521,2.30241,8.29192
-16,7,1,8.55297,5.78547,3.7535
-15,7,1,23.5783,13.1705,10.0394
-14,7,1,20.5848,9.90948,7.97692
-13,7,1,14.1113,9.24177,4.84655
-12,7,1,4.97425,12.2948,-7.50806
-11,7,1,,,
-10,7,1,,,
-9,7,1,,,
-8,7,1,1.19435,-5.85005,0.880706
-7,7,1,-1.91981,-8.88692,1.0649
-6,7,1,-4.80275,-8.64785,0.781135
-5,7,1,3.06296,-8.79962,0.757989
-4,7,1,6.73154,-9.74408,0.899822
-3,7,1,6.69728,-2.84561,4.34646
-2,7,1,3.70247,4.02059,1.44161
-1,7,1,-1.53772,-1.03892,-2.10485
0,7,1,-1.10854,-1.51291,-3.41774
1,7,1,-0.0783599,-3.48017,0.671113
2,7,1,0.869256,-3.68637,-0.392711
3,7,1,1.68523,-3.41927,0.100524
4,7,1,1.81505,-3.27131,0.460569
5,7,1,2.04354,-1.28447,0.844829
6,7,1,1.91443,0.475799,0.771373
7,7,1,7.65959,6.52515,-0.177898
8,7,1,9.20969,7.91711,0.00962323
9,7,1,11.8666,8.84665,-0.0318448
10,7,1,12.4026,8.78993,-0.278471
11,7,1,13.715,8.84224,-0.440548
12,7,1,14.1812,8.69259,-1.1007
13,7,1,14.8027,8.6186,-0.768932
14,7,1,15.9219,8.52834,-0.233875
15,7,1,16.207,8.27752,-0.446423
16,7,1,16.1419,7.84504,-0.192014
17,7,1,14.6379,7.45244,0.235211
18,7,1,14.1264,7.05479,0.0465248
19,7,1,12.349,6.41499,0.153803
20,7,1,10.5564,6.2754,0.0132341
21,7,1,9.75408,6.36966,-0.469127
22,7,1,10.0504,6.93744,0.164398
23,7,1,10.5669,7.1969,-0.131169
24,7,1,11.5069,7.50189,-0.231337
25,7,1,12.0862,7.46559,-0.146675
-25,8,1,11.2294,0.480057,1.1861
-24,8,1,16.8741,-25.097,-0.215789
-23,8,1,11.8565,-24.0819,1.97293
-22,8,1,-13.8428,21.1958,-3.16196
-21,8,1,,,
-20,8,1,-3.95667,0.268983,1.74186
-19,8,1,-2.4708,-8.87178,0.974269
-18,8,1,-1.39873,-6.25757,-0.1378
-17,8,1,-3.53856,-2.42363,-1.16561
-16,8,1,-0.7059,-0.936522,-1.3064
-15,8,1,3.86686,13.927,13.3208
-14,8,1,17.1447,13.5846,9.07172
-13,8,1,9.69042,11.6511,5.00702
-12,8,1,6.85562,18.8458,-1.03178
-11,8,1,-2.44375,-1.67708,-2.92883
-10,8,1,,,
-9,8,1,-1.25576,-0.0749953,-3.03564
-8,8,1,4.2212,-7.21577,1.52501
-7,8,1,-0.120864,-9.0028,-0.267794
-6,8,1,-2.13096,-9.57841,0.22435
-5,8,1,4.56891,-13.2875,-0.921708
-4,8,1,9.03345,-14.5832,-0.935914
-3,8,1,10.4158,-7.08441,-0.100868
-2,8,1,2.41412,0.964374,1.48438
-1,8,1,-2.17228,-1.8645,-0.31975
0,8,1,-0.394933,-1.95828,0.470054
1,8,1,0.082233,-3.03623,0.143996
2,8,1,0.919482,-1.84952,-0.614765
3,8,1,2.48619,-1.98818,-1.34056
4,8,1,3.42918,-1.74272,-1.27801
5,8,1,3.99739,-0.736219,-0.923438
6,8,1,4.25897,-0.174077,0.130326
7,8,1,3.52946,2.57054,0.809817
8,8,1,7.61873,7.05309,-0.408987
9,8,1,8.76718,7.52713,-0.656794
10,8,1,9.41623,7.43853,0.0177818
11,8,1,10.6786,7.66822,0.0898923
12,8,1,12.0121,8.0089,-0.444613
13,8,1,13.4912,8.42299,-0.28043
14,8,1,14.6207,8.38894,0.130782
15,8,1,15.4044,8.30065,-0.102002
16,8,1,16.3725,8.16572,-0.0959015
17,8,1,15.6112,8.02364,0.172412
18,8,1,15.5795,7.79439,0.182008
19,8,1,14.7883,7.53206,0.553262
20,8,1,12.8101,6.84218,0.0974327
21,8,1,10.8675,6.3683,-0.0475152
22,8,1,9.93219,6.18064,0.378532
23,8,1,9.74028,6.50351,0.317471
24,8,1,9.94033,6.89421,0.0341726
25,8,1,11.338,7.26585,-0.281622
-25,9,1,10.1837,2.79618,2.4762
-24,9,1,18.1875,-31.5412,5.29077
-23,9,1,7.40986,-14.2202,-8.89355
-22,9,1,,,
-21,9,1,,,
-20,9,1,,,
-19,9,1,-3.76612,-5.30303,1.36842
-18,9,1,-7.64145,-2.31044,0.889564
-17,9,1,-7.88518,-0.292305,-0.214629
-16,9,1,-6.73233,1.82243,0.817181
-15,9,1,-4.24272,9.30572,10.8297
-14,9,1,-4.17847,-0.244046,1.23628
-13,9,1,-0.489391,-0.56146,0.66461
-12,9,1,5.25711,12.9324,0.900654
-11,9,1,7.48058,9.98751,1.31294
-10,9,1,11.7369,0.828122,3.02035
-9,9,1,11.7393,-7.38478,1.86086
-8,9,1,7.90243,-8.4591,2.54561
-7,9,1,4.22343,-8.36526,1.89797
-6,9,1,0.699828,-9.62146,-0.901383
-5,9,1,5.88353,-12.4874,-2.37481
-4,9,1,4.63747,-16.3625,-0.125861
-3,9,1,1.51313,-3.13449,-1.16958
-2,9,1,5.26524,4.06572,0.685784
-1,9,1,3.97848,0.720968,0.236638
0,9,1,1.06463,-1.61855,0.274299
1,9,1,-0.374597,-0.819956,-0.427613
2,9,1,0.090481,-0.706924,-1.04062
3,9,1,0.473339,-0.660506,-0.873002
4,9,1,0.790352,-0.209549,0.427065
5,9,1,0.882031,0.751011,0.35718
6,9,1,1.66606,1.41949,-0.173083
7,9,1,2.2882,2.28601,0.154933
8,9,1,2.73811,3.52497,0.379942
9,9,1,4.06618,4.79583,0.125023
10,9,1,6.86411,6.49182,-0.172824
11,9,1,8.24863,6.82504,-0.209512
12,9,1,9.31838,7.07272,-0.776042
13,9,1,10.9104,7.67245,-0.548907
14,9,1,12.929,8.24703,0.0090147
15,9,1,14.2761,8.61511,-0.251314
16,9,1,15.7758,9.08626,-0.297666
17,9,1,15.3288,9.18209,0.077463
18,9,1,15.9724,9.12834,-0.213076
19,9,1,15.4683,8.93668,-0.205862
20,9,1,14.8309,8.52072,-0.0986183
21,9,1,13.1439,8.01615,-0.403508
22,9,1,11.4765,7.07461,0.30027
23,9,1,9.80826,6.67374,0.00663552
24,9,1,9.24821,6.92425,-0.219293
25,9,1,9.99512,7.16681,0.080459
-25,10,1,9.59038,2.4287,2.09293
-24,10,1,13.6126,-22.9874,4.74821
-23,10,1,6.58221,-1.62302,18.3737
-22,10,1,,,
-21,10,1,,,
-20,10,1,,,
-19,10,1,-0.380774,-3.09811,-1.72286
-18,10,1,-7.61119,0.178494,0.0712037
-17,10,1,-10.8572,-1.26988,-0.228901
-16,10,1,-11.7645,-1.58944,-0.600351
-15,10,1,-9.80327,-2.26812,-1.46735
-14,10,1,-4.11767,-2.75425,-3.87834
-13,10,1,1.94018,-1.3728,-2.00688
-12,10,1,3.11719,2.62443,-0.852716
-11,10,1,7.60452,5.26979,2.61626
-10,10,1,14.0627,-1.19491,0.413845
-9,10,1,14.7278,-6.91011,1.19114
-8,10,1,7.20757,-6.17412,1.61757
-7,10,1,4.37565,-7.12798,1.22981
-6,10,1,5.88539,-6.48118,-2.48425
-5,10,1,6.63911,-7.60731,-3.63797
-4,10,1,4.43506,-7.57959,-0.331158
-3,10,1,,,
-2,10,1,2.61508,-0.170338,0.862116
-1,10,1,-0.990792,-1.81512,0.2828
0,10,1,0.131123,-0.683633,-0.684116
1,10,1,0.636614,-0.722375,-0.337912
2,10,1,-0.00187521,0.263786,0.664898
3,10,1,-0.0132729,0.1443,0.541552
4,10,1,-3.93654e-05,0.326858,-0.201176
5,10,1,-0.830545,1.26883,0.136956
6,10,1,-0.8101,1.34759,-0.10523
7,10,1,0.127511,2.36849,-0.219968
8,10,1,0.739267,2.9123,0.157399
9,10,1,2.60833,3.8921,0.0377937
10,10,1,4.08596,5.09791,-0.184887
11,10,1,5.56395,5.57523,-0.221431
12,10,1,6.98675,5.84181,-0.703807
13,10,1,8.79263,6.3468,-0.454514
14,10,1,10.9352,7.16051,-0.0214225
15,10,1,12.3394,7.81729,-0.247433
16,10,1,14.747,9.0306,-0.179892
17,10,1,14.4088,9.56121,0.229524
18,10,1,15.2233,9.70742,-0.209456
19,10,1,15.171,9.60921,-0.187598
20,10,1,15.1507,9.34893,-0.217726
21,10,1,14.2218,8.95815,-0.528685
22,10,1,13.6462,8.55829,0.182134
23,10,1,11.6965,7.64523,0.119681
24,10,1,9.05791,6.81638,-0.169594
25,10,1,9.054,6.95228,-0.171151
-25,11,1,11.6434,1.97405,0.213197
-24,11,1,16.1817,-20.7428,0.172862
-23,11,1,1.89459,-1.09189,7.50731
-22,11,1,,,
-21,11,1,,,
-20,11,1,,,
-19,11,1,,,
-18,11,1,,,
-17,11,1,,,
-16,11,1,,,
-15,11,1,,,
-14,11,1,-1.77354,-3.01068,-1.58824
-13,11,1,-1.17823,-0.925684,-2.55259
-12,11,1,1.15707,0.019804,-4.39562
-11,11,1,4.93368,1.54267,-7.04491
-10,11,1,11.6795,-0.1959,-3.30895
-9,11,1,9.55005,-2.53872,0.685432
-8,11,1,-0.566614,-4.88289,0.652409
-7,11,1,8.74163,-4.59981,-3.13748
-6,11,1,7.19188,-3.15945,-3.16165
-5,11,1,5.30405,-1.68337,-2.73847
-4,11,1,4.19435,-1.47991,0.137652
-3,11,1,,,
-2,11,1,,,
-1,11,1,-2.45104,-0.586336,-0.144697
0,11,1,-3.58244,-0.934606,-0.495257
1,11,1,-3.71058,-0.85212,-0.15644
2,11,1,-2.62554,-1.85222,-0.132938
3,11,1,-1.1873,-0.468338,0.106411
4,11,1,-1.8124,0.39613,0.263876
5,11,1,-2.78632,1.19469,0.149631
6,11,1,-3.04496,1.43326,-0.138968
7,11,1,-2.10372,2.12589,-0.335588
8,11,1,-1.19196,2.6098,-0.135328
9,11,1,-0.739445,2.77943,-0.270951
10,11,1,0.668287,3.66727,-0.293733
11,11,1,2.88279,4.48909,-0.134067
12,11,1,4.54332,3.9378,-0.273166
13,11,1,6.22325,2.32248,0.271333
14,11,1,9.70378,5.19843,0.226952
15,11,1,11.1081,7.09698,-0.369192
16,11,1,12.9988,8.48814,-0.31568
17,11,1,13.1328,9.28699,0.233537
18,11,1,14.0834,9.67062,-0.157762
19,11,1,14.1932,9.75574,-0.175554
20,11,1,14.4762,9.6684,-0.221678
21,11,1,14.1402,9.4444,-0.588973
22,11,1,14.3485,9.32998,0.0601401
23,11,1,13.7062,9.14852,-0.0164789
24,11,1,9.82241,7.34742,0.0517312
25,11,1,8.82037,7.03041,0.0208404
-25,12,1,10.899,-1.60903,-1.01602
-24,12,1,12.8505,-5.61389,-0.556222
-23,12,1,,,
-22,12,1,,,
-21,12,1,,,
-20,12,1,,,
-19,12,1,,,
-18,12,1,,,
-17,12,1,,,
-16,12,1,,,
-15,12,1,,,
-14,12,1,,,
-13,12,1,,,
-12,12,1,,,
-11,12,1,,,
-10,12,1,-5.62391,-0.597673,-0.696198
-9,12,1,-8.25572,-0.457533,-1.09404
-8,12,1,-8.43086,-0.999167,-3.74124
-7,12,1,-1.63989,4.16787,-4.00794
-6,12,1,,,
-5,12,1,,,
-4,12,1,,,
-3,12,1,,,
-2,12,1,,,
-1,12,1,-0.973752,0.663537,0.0147327
0,12,1,1.74075,0.584051,0.16132
1,12,1,-2.79653,-3.04111,0.342508
2,12,1,-2.6718,-1.91914,0.380217
3,12,1,-3.14428,-0.728902,0.399529
4,12,1,-3.80017,0.286336,0.481979
5,12,1,-4.3715,1.14916,0.224276
6,12,1,-4.76785,1.65717,-0.160357
7,12,1,-4.07237,2.10388,-0.58324
8,12,1,-3.15785,2.49106,-0.745377
9,12,1,-2.67747,2.68257,-0.767512
10,12,1,-1.4591,3.26284,-0.614517
11,12,1,-0.135966,3.51166,1.28458
12,12,1,0.349361,-1.5808,1.37278
13,12,1,5.3643,-1.38061,0.862205
14,12,1,10.4152,1.66746,2.37031
15,12,1,10.8825,6.28915,0.266597
16,12,1,11.5765,8.31637,-0.917623
17,12,1,11.2883,8.97743,-0.350197
18,12,1,12.0043,8.97463,-0.797267
19,12,1,12.5076,9.08434,-0.691553
20,12,1,13.233,9.14228,-0.64615
21,12,1,13.3348,9.00728,-0.650178
22,12,1,14.0188,9.22705,-0.344728
23,12,1,13.8882,9.28559,-0.494816
24,12,1,11.4081,8.6775,-0.317192
25,12,1,9.9839,7.93327,0.0198064
-25,13,1,,,
-24,13,1,,,
-23,13,1,,,
-22,13,1,,,
-21,13,1,,,
-20,13,1,,,
-19,13,1,,,
-18,13,1,,,
-17,13,1,,,
-16,13,1,,,
-15,13,1,,,
-14,13,1,,,
-13,13,1,,,
-12,13,1,,,
-11,13,1,,,
-10,13,1,,,
-9,13,1,,,
-8,13,1,,,
-7,13,1,,,
-6,13,1,,,
-5,13,1,,,
-4,13,1,,,
-3,13,1,,,
-2,13,1,,,
-1,13,1,,,
0,13,1,,,
1,13,1,-0.844029,-1.52752,0.507663
2,13,1,-0.728821,-1.33447,-0.255821
3,13,1,-2.27332,-1.18507,0.289444
4,13,1,-5.02058,-1.77612,0.689439
5,13,1,-5.13717,0.330578,0.505158
6,13,1,-5.69452,1.52313,0.143077
7,13,1,-5.35044,2.18082,-0.265058
8,13,1,-4.4026,2.48775,-0.180137
9,13,1,-4.53101,2.65685,0.241895
10,13,1,-5.70633,2.33023,1.43337
11,13,1,-5.1902,1.38563,-0.756895
12,13,1,-0.58112,0.384879,-4.59368
13,13,1,2.96119,-1.15877,1.15915
14,13,1,-2.50664,-2.56292,0.918426
15,13,1,-0.475686,1.2616,-0.290923
16,13,1,11.0437,8.01165,0.0264485
17,13,1,9.25999,8.9413,0.280397
18,13,1,9.38618,8.40025,-0.111322
19,13,1,9.91032,7.98838,-0.0442079
20,13,1,11.0186,7.86324,-0.0410259
21,13,1,12.1603,7.90745,-0.18981
22,13,1,13.5844,8.32383,0.181953
23,13,1,13.9804,9.26379,-0.0897212
24,13,1,11.8944,9.88064,-0.0290804
25,13,1,10.958,9.34052,0.290758
-25,14,1,,,
-24,14,1,,,
-23,14,1,,,
-22,14,1,,,
-21,14,1,,,
-20,14,1,,,
-19,14,1,,,
-18,14,1,,,
-17,14,1,,,
-16,14,1,,,
-15,14,1,,,
-14,14,1,,,
-13,14,1,,,
-12,14,1,,,
-11,14,1,,,
-10,14,1,,,
-9,14,1,,,
-8,14,1,,,
-7,14,1,,,
-6,14,1,,,
-5,14,1,,,
-4,14,1,,,
-3,14,1,,,
-2,14,1,,,
-1,14,1,,,
0,14,1,,,
1,14,1,-0.301641,-0.68489,-0.913065
2,14,1,0.0751955,-0.348776,-0.0611281
3,14,1,0.3931,-0.415567,0.118573
4,14,1,-2.45311,-0.887644,0.0954386
5,14,1,-4.48908,0.0894547,0.282073
6,14,1,-6.62697,0.791628,0.240629
7,14,1,-8.04107,0.0239424,0.477261
8,14,1,-7.45194,-0.812263,0.486181
9,14,1,-7.18127,1.69367,1.07019
10,14,1,-7.20053,1.87109,0.629022
11,14,1,-4.95798,2.00692,-1.61221
12,14,1,0.141981,2.32647,-5.73907
13,14,1,3.80384,-0.0883462,0.776852
14,14,1,,,
15,14,1,,,
16,14,1,-0.750786,-1.92174,-0.66054
17,14,1,4.98463,7.046,1.11418
18,14,1,6.52211,6.90815,0.966446
19,14,1,7.47225,5.80755,0.993343
20,14,1,8.59033,5.07054,0.989539
21,14,1,9.61323,4.64249,0.57679
22,14,1,11.6999,4.32084,1.30297
23,14,1,15.0754,8.50247,0.762014
24,14,1,11.8686,11.1752,0.599255
25,14,1,10.6371,10.5302,0.572102
-25,15,1,,,
-24,15,1,,,
-23,15,1,,,
-22,15,1,,,
-21,15,1,,,
-20,15,1,,,
-19,15,1,,,
-18,15,1,,,
-17,15,1,,,
-16,15,1,,,
-15,15,1,,,
-14,15,1,,,
-13,15,1,,,
-12,15,1,,,
-11,15,1,,,
-10,15,1,,,
-9,15,1,,,
-8,15,1,,,
-7,15,1,,,
-6,15,1,,,
-5,15,1,,,
-4,15,1,,,
-3,15,1,,,
-2,15,1,,,
-1,15,1,,,
0,15,1,,,
1,15,1,,,
2,15,1,,,
3,15,1,,,
4,15,1,,,
5,15,1,,,
6,15,1,,,
7,15,1,,,
8,15,1,-4.81816,-0.679079,0.704051
9,15,1,-6.67746,0.114086,0.75018
10,15,1,-8.22685,0.556918,0.112622
11,15,1,-2.00356,4.48398,-2.54738
12,15,1,0.74009,5.19982,-5.44104
13,15,1,3.9547,1.60352,0.462821
14,15,1,,,
15,15,1,-2.93605,-3.31931,0.0751483
16,15,1,-1.59939,-4.2081,0.322627
17,15,1,-0.463016,-1.03339,1.25023
18,15,1,-0.350939,2.1343,1.61597
19,15,1,0.19546,-2.64563,1.93693
20,15,1,1.84616,-1.03247,1.83059
21,15,1,3.30545,-1.40081,1.4234
22,15,1,6.65929,-7.52114,2.62195
23,15,1,10.2104,2.15388,1.5102
24,15,1,10.4687,12.3303,0.644835
25,15,1,7.61884,12.0409,0.649669
-25,16,1,,,
-24,16,1,,,
-23,16,1,,,
-22,16,1,,,
-21,16,1,,,
-20,16,1,,,
-19,16,1,,,
-18,16,1,,,
-17,16,1,,,
-16,16,1,,,
-15,16,1,,,
-14,16,1,,,
-13,16,1,,,
-12,16,1,,,
-11,16,1,,,
-10,16,1,,,
-9,16,1,,,
-8,16,1,,,
-7,16,1,,,
-6,16,1,,,
-5,16,1,,,
-4,16,1,,,
-3,16,1,,,
-2,16,1,,,
-1,16,1,,,
0,16,1,,,
1,16,1,,,
2,16,1,,,
3,16,1,,,
4,16,1,,,
5,16,1,,,
6,16,1,,,
7,16,1,,,
8,16,1,,,
9,16,1,,,
10,16,1,,,
11,16,1,-2.44741,5.299,1.36759
12,16,1,-0.0184389,6.87966,1.64042
13,16,1,-2.88001,0.566206,3.62771
14,16,1,-7.25558,-4.66758,1.66322
15,16,1,-6.82785,-5.73658,1.88154
16,16,1,-5.19244,-7.35157,0.716723
17,16,1,-2.46626,-8.24179,1.0864
18,16,1,-1.58512,-10.1061,1.55013
19,16,1,-1.08922,-11.017,1.40998
20,16,1,-0.0552756,-12.151,1.5191
21,16,1,0.484759,-12.8804,1.30671
22,16,1,-1.74144,-13.5302,1.79758
23,16,1,-6.02212,-9.70463,1.89248
24,16,1,1.08499,10.7694,0.619518
25,16,1,3.03286,11.9682,0.715483
-25,17,1,,,
-24,17,1,,,
-23,17,1,,,
-22,17,1,,,
-21,17,1,,,
-20,17,1,,,
-19,17,1,,,
-18,17,1,,,
-17,17,1,,,
-16,17,1,,,
-15,17,1,,,
-14,17,1,,,
-13,17,1,,,
-12,17,1,,,
-11,17,1,,,
-10,17,1,,,
-9,17,1,,,
-8,17,1,,,
-7,17,1,,,
-6,17,1,,,
-5,17,1,,,
-4,17,1,,,
-3,17,1,,,
-2,17,1,,,
-1,17,1,,,
0,17,1,,,
1,17,1,,,
2,17,1,,,
3,17,1,,,
4,17,1,,,
5,17,1,,,
6,17,1,,,
7,17,1,,,
8,17,1,,,
9,17,1,,,
10,17,1,,,
11,17,1,-5.98834,0.0553447,3.0794
12,17,1,-6.42384,-1.41583,2.02878
13,17,1,-8.04782,-3.68746,-0.0293375
14,17,1,-8.15248,-6.45714,-1.05287
15,17,1,-8.19132,-7.97696,-1.1102
16,17,1,-5.8657,-9.95598,-0.761128
17,17,1,-3.83601,-11.414,0.0739562
18,17,1,-2.39707,-12.944,-0.0627739
19,17,1,-1.6083,-13.1549,-0.456056
20,17,1,-0.37669,-13.8575,-0.20001
21,17,1,-0.0519492,-14.0229,-0.105243
22,17,1,-0.592117,-13.8441,-0.220617
23,17,1,-3.90592,-11.9286,1.15448
24,17,1,-1.58686,7.50262,1.05487
25,17,1,-0.610156,11.2058,0.188649
-25,18,1,,,
-24,18,1,,,
-23,18,1,,,
-22,18,1,,,
-21,18,1,,,
-20,18,1,,,
-19,18,1,,,
-18,18,1,,,
-17,18,1,,,
-16,18,1,,,
-15,18,1,,,
-14,18,1,,,
-13,18,1,,,
-12,18,1,,,
-11,18,1,,,
-10,18,1,,,
-9,18,1,,,
-8,18,1,,,
-7,18,1,,,
-6,18,1,,,
-5,18,1,,,
-4,18,1,,,
-3,18,1,,,
-2,18,1,,,
-1,18,1,,,
0,18,1,,,
1,18,1,,,
2,18,1,,,
3,18,1,,,
4,18,1,,,
5,18,1,,,
6,18,1,,,
7,18,1,,,
8,18,1,,,
9,18,1,,,
10,18,1,-4.04131,-1.21328,1.22932
11,18,1,-8.85211,-3.39496,1.23126
12,18,1,-10.7741,-3.28629,1.3977
13,18,1,-10.6706,-4.0511,0.577962
14,18,1,-10.2113,-6.59183,-0.119284
15,18,1,-9.49484,-8.39311,0.175571
16,18,1,-6.93491,-11.8401,0.184198
17,18,1,-4.56024,-13.3322,-0.054101
18,18,1,-2.5158,-14.7362,0.688776
19,18,1,-1.27199,-14.3656,-0.110526
20,18,1,-0.00341425,-14.5556,0.119506
21,18,1,0.225896,-14.1645,-0.422748
22,18,1,0.273856,-14.0524,-0.539721
23,18,1,0.179192,-12.7259,0.122919
24,18,1,-1.2684,-2.16367,2.54026
25,18,1,0.223361,9.61883,1.11543
-25,19,1,,,
-24,19,1,,,
-23,19,1,,,
-22,19,1,,,
-21,19,1,,,
-20,19,1,,,
-19,19,1,,,
-18,19,1,,,
-17,19,1,,,
-16,19,1,,,
-15,19,1,,,
-14,19,1,,,
-13,19,1,,,
-12,19,1,,,
-11,19,1,,,
-10,19,1,,,
-9,19,1,,,
-8,19,1,,,
-7,19,1,,,
-6,19,1,,,
-5,19,1,,,
-4,19,1,,,
-3,19,1,,,
-2,19,1,,,
-1,19,1,,,
0,19,1,,,
1,19,1,,,
2,19,1,,,
3,19,1,,,
4,19,1,,,
